No,Species,Light,Microbe,Adult,Bench,Harvest,Time,Event,AMFCount,AMFIntersections,AMF,Phenolics,NSC,Lignin,AMF_Imp,PHN_Imp,NSC_Imp,LIG_Imp
1325,Acne,High,Small,9,4,9,63,0,0,100,0,-0.1,NA,7.58,1.75,0.22,11.11,8.26
1326,Acru,High,Small,3,4,9,63,0,NA,NA,NA,NA,10.65,NA,20,0.31,12.63,7.32
1330,Acne,High,Small,9,4,NA,33,1,NA,NA,NA,NA,NA,NA,0.06,0.26,10.36,11.71
1335,Acru,High,Small,2,4,9,63,0,0,100,0,0.14,NA,10.11,0,0.02,6.63,8.49
1338,Acsa,High,Small,7,4,9,63,0,NA,NA,NA,NA,13.65,NA,1.15,0.08,8.45,8.05
1342,Acne,High,Small,11,4,3,21,0,NA,NA,NA,NA,11.71,NA,0.15,-0.02,2.01,8.46
1344,Acru,High,Small,1,4,6,42,0,0,100,0,0.24,NA,7.3,20.08,0.31,12.45,7.29
1352,Acru,High,Small,2,4,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.12,8.9,10.51
1358,Acsa,High,Small,5,4,9,63,0,NA,NA,NA,NA,12.85,NA,25.03,0.45,16.75,7.84
1360,Acsa,High,Small,7,4,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.13,9.35,5.98
1365,Acru,High,Small,2,4,NA,63,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
1370,Acne,High,Small,9,4,3,21,0,NA,NA,NA,NA,11.78,NA,18.41,0.34,12.96,7.06
1376,Acne,High,Small,10,4,NA,36,1,NA,NA,NA,NA,NA,NA,0,0.08,7.26,8.7
1378,Acru,High,Small,2,4,3,21,0,NA,NA,NA,NA,9.99,NA,5.5,0.35,12.72,13.83
1383,Acru,High,Small,3,4,3,21,0,NA,NA,NA,NA,10.09,NA,2.77,0.22,11.2,7.15
1389,Acru,High,Small,2,4,6,42,0,NA,NA,NA,NA,7.41,NA,0.06,0.26,10.36,11.71
1391,Acsa,High,Small,6,4,6,42,0,11,100,0,0.46,NA,9.66,0,-0.01,7.34,6.46
1393,Acsa,High,Small,6,4,9,63,0,0,100,0,0.18,NA,10.34,2.47,0.23,10.99,12.87
1398,Acne,High,Small,11,4,6,42,0,NA,NA,NA,NA,15.06,NA,0,0.17,10.04,7.37
1399,Acsa,High,Small,7,4,3,21,0,NA,NA,NA,NA,12.69,NA,0,0.25,10.33,12.3
1405,Acne,High,Small,9,4,6,42,0,NA,NA,NA,NA,14.07,NA,0.31,0.09,8.8,7.64
1406,Acru,High,Small,2,4,9,63,0,NA,NA,NA,NA,15.31,NA,10.58,0.44,14.4,13.62
1422,Acne,High,Small,9,4,9,63,0,NA,NA,NA,NA,9.69,NA,0,0.32,11.13,4.88
1423,Acne,High,Small,9,4,NA,45,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
1425,Acru,High,Small,1,4,6,42,0,NA,NA,NA,NA,14.91,NA,0,0.28,9.78,10.3
1428,Acne,High,Small,11,4,9,63,0,NA,NA,NA,NA,12.52,NA,0,0.16,10.34,12.79
1434,Acne,High,Small,11,4,NA,63,1,NA,NA,NA,NA,NA,NA,21.97,0.31,12.87,7.17
1439,Acsa,High,Small,6,4,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.09,8.27,6.78
1446,Acsa,High,Small,6,4,NA,46,1,NA,NA,NA,NA,NA,NA,18.41,0.34,12.96,7.06
1447,Acne,High,Small,11,4,3,21,0,0,100,0,0.37,NA,5.22,18.41,0.34,12.96,7.06
1450,Acsa,High,Small,7,4,3,21,0,1,100,1,0.59,NA,8.82,24.5,0.38,13.66,7.69
1458,Acru,High,Small,3,4,NA,23,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
1461,Acne,High,Small,9,4,3,21,0,0,100,0,0.12,NA,6.24,12.47,0.3,12.64,8.48
1465,Acne,High,Small,9,4,6,42,0,0,100,0,0.3,NA,4.94,0,-0.05,7.16,11.36
1467,Acne,High,Small,9,4,9,63,0,0,100,0,0.59,NA,5.41,0.2,-0.03,6.57,7.52
1476,Acsa,High,Small,7,4,6,42,0,0,100,0,0.43,NA,13.15,18.41,0.34,12.96,7.06
1478,Acru,High,Small,3,4,3,21,0,0,100,0,0.08,NA,10.1,0,0.09,7.74,8.6
1485,Acne,High,Small,9,4,NA,63,1,NA,NA,NA,NA,NA,NA,24.39,0.41,15.23,7.52
1506,Acne,High,Small,9,4,3,21,0,NA,NA,NA,NA,11.36,NA,0,0.04,7.89,9.38
1508,Acru,High,Small,2,4,9,63,0,0,100,0,0.14,NA,6.78,12.8,0.3,12.97,8.72
1510,Acsa,High,Small,6,4,3,21,0,NA,NA,NA,NA,17.04,NA,0,-0.04,5.67,8.94
1519,Acru,High,Small,3,4,6,42,0,7,100,0,0.06,NA,7.05,0,0.05,7.8,10.29
1525,Acsa,High,Small,7,4,9,63,0,0,100,0,0.4,NA,9.25,24.65,0.43,15.67,7.65
1541,Acsa,High,Small,5,4,6,42,0,NA,NA,NA,NA,10.8,NA,0,0.41,12.01,2.87
1549,Acne,High,Small,9,4,6,42,0,NA,NA,NA,NA,11.29,NA,1.29,0,7.52,7.08
1551,Acru,High,Small,3,4,9,63,0,0,100,0,0.13,NA,8.14,0,0.23,10.49,6.4
1561,Acne,High,Small,9,4,9,63,0,NA,NA,NA,NA,11.85,NA,25.06,0.45,17.43,7.91
1564,Acsa,High,Small,6,4,6,42,0,NA,NA,NA,NA,10.25,NA,0,0.32,11.1,10.61
1568,Acne,High,Small,9,4,NA,63,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
1581,Acru,High,Small,1,4,9,63,0,NA,NA,NA,NA,10.88,NA,1.42,0.12,9.83,7.75
1583,Acne,High,Small,11,4,6,42,0,2,100,0,0.18,NA,7.46,5.5,0.35,12.79,13.76
1591,Acne,High,Small,9,4,3,21,0,4,100,0,0.12,NA,5.67,0,0,6.53,7.96
1592,Acne,High,Small,9,4,6,42,0,12,100,0,0.26,NA,3.85,0,0.07,8.01,6.97
1608,Acne,High,Small,11,5,9,63,0,0,100,0,0.34,NA,5.76,14.77,0.31,12.4,7.28
1613,Acru,High,Small,1,5,NA,20,1,NA,NA,NA,NA,NA,NA,1.31,0.3,11.94,12.9
1619,Acne,High,Small,11,5,NA,63,1,NA,NA,NA,NA,NA,NA,12.73,0.45,14.98,13.81
1626,Acsa,High,Small,5,5,3,21,0,NA,NA,NA,NA,16.3,NA,2.98,0.23,11.33,8.11
1627,Acne,High,Small,10,5,3,21,0,0,100,0,0.54,NA,6.06,0.06,0.26,10.36,11.71
1631,Acru,High,Small,3,5,NA,20,1,NA,NA,NA,NA,NA,NA,18.41,0.34,12.96,7.06
1636,Acsa,High,Small,6,5,9,63,0,NA,NA,NA,NA,12.73,NA,0.06,0.26,10.36,11.71
1646,Acne,High,Small,11,5,3,21,0,NA,NA,NA,NA,11.18,NA,18.63,0.35,13.1,7.24
1647,Acne,High,Small,9,5,9,63,0,2,100,0,0.16,NA,6.73,0.44,0.22,10.41,12.31
1652,Acsa,High,Small,6,5,9,63,0,6,100,0,0.37,NA,10.88,0,-0.17,8.54,13.97
1661,Acru,High,Small,2,5,NA,32,1,NA,NA,NA,NA,NA,NA,0,0.09,8.25,5.78
1665,Acne,High,Small,10,5,6,42,0,0,100,0,0.24,NA,5.88,0,0.1,9.05,6.02
1670,Acru,High,Small,3,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.28,10.51,12.29
1674,Acru,High,Small,1,5,3,21,0,NA,NA,NA,NA,12.16,NA,18.41,0.34,12.96,7.06
1675,Acru,High,Small,1,5,6,42,0,9,100,0,0.35,NA,10.47,0.06,0.26,10.36,11.71
1676,Acru,High,Small,3,5,3,21,0,NA,NA,NA,NA,6.52,NA,0,0.09,7.99,9.24
1680,Acru,High,Small,3,5,6,42,0,NA,NA,NA,NA,6.71,NA,0,-0.06,6.43,6.29
1681,Acsa,High,Small,7,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.16,9.03,7.51
1684,Acru,High,Small,1,5,9,63,0,0,100,0,0.03,NA,7.6,0.06,0.26,10.36,11.71
1686,Acru,High,Small,1,5,NA,17,1,NA,NA,NA,NA,NA,NA,0.95,0.05,8.77,12.28
1687,Acsa,High,Small,5,5,6,42,0,9,100,0,0.32,NA,11.29,0,0.32,11.13,5
1695,Acru,High,Small,3,5,9,63,0,NA,NA,NA,NA,11.1,NA,18.41,0.34,12.96,7.06
1696,Acsa,High,Small,5,5,9,63,0,17,100,0,0.45,NA,13.88,0,0.1,9.09,5.08
1698,Acsa,High,Small,5,5,NA,28,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
1709,Acsa,High,Small,7,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.44,13.25,13.89
1718,Acsa,High,Small,5,5,3,21,0,2,100,2,0.29,NA,11.33,0.06,0.26,10.36,11.71
1736,Acne,High,Small,11,5,6,42,0,NA,NA,NA,NA,9.7,NA,0.22,0.12,9.51,7.18
1737,Acru,High,Small,1,5,3,21,0,0,100,0,0.2,NA,7.17,1.42,0.12,9.83,7.75
1748,Acru,High,Small,2,5,3,21,0,12,100,0,0.27,NA,11.78,0.06,0.1,9.16,11.34
1749,Acne,High,Small,11,5,9,63,0,NA,NA,NA,NA,12.02,NA,1.42,0.12,9.83,7.75
1756,Acsa,High,Small,6,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.13,7.87,8.89
1767,Acru,High,Small,1,5,3,21,0,NA,NA,NA,NA,14.24,NA,15.71,0.39,14.67,8.83
1774,Acne,High,Small,9,5,NA,51,1,NA,NA,NA,NA,NA,NA,11.39,0.45,14.38,13.67
1775,Acru,High,Small,3,5,NA,23,1,NA,NA,NA,NA,NA,NA,0,0.22,11.42,16.7
1786,Acsa,High,Small,6,5,3,21,0,0,100,0,0.54,NA,10.65,0.31,0.08,8.77,8.15
1803,Acsa,High,Small,5,5,3,21,0,NA,NA,NA,NA,12.72,NA,16.54,0.46,17.1,13.94
1805,Acsa,High,Small,5,5,6,42,0,NA,NA,NA,NA,12.86,NA,0,-0.09,8.39,13.28
1819,Acru,High,Small,2,5,6,42,0,0,100,0,0.2,NA,5.81,0,0.18,8.57,8.78
1824,Acru,High,Small,1,5,6,42,0,NA,NA,NA,NA,6.25,NA,23.07,0.4,14.23,7.6
1827,Acsa,High,Small,7,5,3,21,0,NA,NA,NA,NA,10.04,NA,0.15,-0.02,2.09,8.46
1828,Acsa,High,Small,7,5,6,42,0,NA,NA,NA,NA,12.39,NA,0,0.21,10.09,4.52
1837,Acne,High,Small,10,5,9,63,0,2,87,0,0.22,NA,7.62,18.41,0.34,12.96,7.06
1838,Acsa,High,Small,6,5,6,42,0,0,100,0,0.28,NA,10.53,10.61,0.45,14.46,13.71
1839,Acsa,High,Small,6,5,6,42,0,NA,NA,NA,NA,14.9,NA,1.04,0.26,11.42,6.92
1840,Acsa,High,Small,7,5,9,63,0,NA,NA,NA,NA,16.28,NA,0,0.23,9.57,6.48
1845,Acru,High,Small,2,5,6,42,0,NA,NA,NA,NA,9.42,NA,0,0.03,8.03,4.89
1850,Acru,High,Small,3,5,9,63,0,11,100,0,0.28,NA,9.72,13.95,0.31,12.38,7.28
1861,Acru,High,Small,1,5,9,63,0,NA,NA,NA,NA,7.84,NA,0,0.29,10.85,11.08
1862,Acru,High,Small,1,5,NA,63,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
1865,Acru,High,Small,2,5,9,63,0,NA,NA,NA,NA,8.77,NA,1.42,0.12,9.83,7.75
1876,Acsa,High,Small,5,5,9,63,0,NA,NA,NA,NA,14.41,NA,1.04,0.06,8.01,8.6
1879,Acru,High,Small,2,5,NA,63,1,NA,NA,NA,NA,NA,NA,4,0.25,12.12,8.04
1894,Acsa,High,Small,5,5,NA,63,1,NA,NA,NA,NA,NA,NA,13.95,0.31,12.38,7.28
1897,Acru,High,Small,1,5,NA,41,1,NA,NA,NA,NA,NA,NA,0,0.12,8.55,6.71
1899,Acru,High,Small,2,5,3,21,0,NA,NA,NA,NA,11.22,NA,0,0.02,6.74,9.52
1901,Acru,High,Small,2,5,3,21,0,0,100,0,0.06,NA,6.35,0,0.37,12.43,14.74
1904,Acsa,High,Small,5,5,NA,37,1,NA,NA,NA,NA,NA,NA,5.09,0.31,12.01,6.87
1905,Acsa,High,Small,6,5,9,63,0,NA,NA,NA,NA,14.09,NA,23.32,0.37,13.78,7.68
1906,Acsa,High,Small,7,5,9,63,0,3,100,0,0.26,NA,11.96,1.89,0.22,10.83,12.89
1925,Acsa,High,Small,5,5,3,21,0,0,100,0,0.25,NA,5.59,0,-0.01,8.57,19.17
1930,Acru,High,Small,1,5,3,21,0,0,100,0,0.05,NA,3.56,0.06,0.26,10.36,11.71
1931,Acru,High,Small,1,5,6,42,0,0,100,0,0.13,NA,11.09,18.41,0.34,12.96,7.06
1934,Acsa,High,Small,5,5,6,42,0,0,100,0,0.49,NA,11.22,0.51,0.16,10.02,7.85
1941,Acne,High,Small,11,5,NA,63,1,NA,NA,NA,NA,NA,NA,18.41,0.34,12.96,7.06
1942,Acsa,High,Small,5,5,9,63,0,0,86,0,0.57,NA,8.8,15.74,0.39,14.65,8.83
1943,Acru,High,Small,3,5,3,21,0,2,100,2,0.22,NA,9.42,0,0.3,11.17,6.49
1945,Acru,High,Small,2,5,6,42,0,5,90,0,0.14,NA,9.97,1.42,0.12,9.83,7.75
1948,Acru,High,Small,1,5,9,63,0,4,100,0,0.02,NA,11.53,2.8,0.28,11.9,8.8
1949,Acsa,High,Small,7,5,NA,31,1,NA,NA,NA,NA,NA,NA,0.06,0.26,10.36,11.71
1953,Acsa,High,Small,6,5,NA,63,1,NA,NA,NA,NA,NA,NA,0.64,0.16,10.12,7.95
1955,Acsa,High,Small,6,5,3,21,0,NA,NA,NA,NA,15.34,NA,18.41,0.34,12.96,7.06
1959,Acne,High,Small,11,5,3,21,0,0,100,0,0.05,NA,4.38,2,0.14,10.27,5.61
1964,Acsa,High,Small,5,5,NA,22,1,NA,NA,NA,NA,NA,NA,13.68,0.37,13.59,8.6
1965,Acne,High,Small,11,5,6,42,0,6,100,0,0.21,NA,2.3,0.14,-0.03,5.88,8.05
1968,Acsa,High,Small,7,5,3,21,0,2,100,0,0.27,NA,9.69,2.47,0.23,10.97,12.89
1972,Acru,High,Small,3,5,6,42,0,3,100,0,-0.03,NA,6.37,2.77,0.22,11.21,7.15
1973,Acsa,High,Small,7,5,6,42,0,0,100,0,0.14,NA,9.79,1.06,0.12,9.56,11.51
1981,Acsa,High,Small,6,5,3,21,0,0,100,0,0.24,NA,8.92,0.06,0.26,10.36,11.71
1984,Acru,High,Small,1,5,NA,35,1,NA,NA,NA,NA,NA,NA,3,0.08,9.48,5.97
1986,Acsa,High,Small,5,5,3,21,0,NA,NA,NA,NA,11.94,NA,0,-0.09,7.19,5.4
2024,Acne,High,Small,10,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.23,9.57,6.35
2034,Acne,High,Small,10,6,3,21,0,NA,NA,NA,NA,12.1,NA,1,0.25,11.54,13.4
2040,Acne,High,Small,10,6,6,42,0,NA,NA,NA,NA,11.24,NA,0,0.16,9.11,6.98
2043,Acru,High,Small,3,6,6,42,0,NA,NA,NA,NA,14.18,NA,18.41,0.34,12.96,7.06
2045,Acsa,High,Small,6,6,6,42,0,1,100,1,0.39,NA,7.5,1.8,0.22,11.09,7.36
2047,Acsa,High,Small,7,6,6,42,0,NA,NA,NA,NA,17.38,NA,1.42,0.12,9.83,7.75
2052,Acru,High,Small,3,6,9,63,0,NA,NA,NA,NA,6.21,NA,17.97,0.4,15.75,8.78
2055,Acsa,High,Small,5,6,9,63,0,NA,NA,NA,NA,12.81,NA,5.78,0.39,13.17,12.91
2056,Acsa,High,Small,7,6,9,63,0,NA,NA,NA,NA,13.15,NA,3.1,0.18,10.55,6.62
2063,Acru,High,Small,3,6,NA,63,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
2065,Acne,High,Small,10,6,9,63,0,NA,NA,NA,NA,14.42,NA,1.42,0.12,9.83,7.75
2066,Acru,High,Small,3,6,3,21,0,NA,NA,NA,NA,11.08,NA,1.75,0.22,11.11,8.26
2067,Acne,High,Small,10,6,NA,24,1,NA,NA,NA,NA,NA,NA,0.06,0.26,10.36,11.71
2069,Acne,High,Small,10,6,3,21,0,2,100,2,0.07,NA,6.87,1.37,0.14,10.03,5.91
2073,Acsa,High,Small,5,6,6,42,0,NA,NA,NA,NA,10.47,NA,0,0.4,12.11,9.99
2077,Acru,High,Small,1,6,9,63,0,NA,NA,NA,NA,12.36,NA,24.31,0.41,14.67,7.48
2081,Acru,High,Small,2,6,NA,63,1,NA,NA,NA,NA,NA,NA,2.51,0.23,11.17,13.29
2083,Acsa,High,Small,7,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.25,10.99,7.79
2084,Acne,High,Small,10,6,6,42,0,9,100,0,0.29,NA,3.43,0,0.29,11.9,14.55
2086,Acne,High,Small,10,6,9,63,0,1,100,0,0.13,NA,6.57,18.41,0.34,12.96,7.06
2088,Acsa,High,Small,6,6,9,63,0,2,100,0,0.4,NA,12.34,0,0.2,10.19,6.51
2089,Acsa,High,Small,6,6,NA,63,1,NA,NA,NA,NA,NA,NA,0.06,0.26,10.36,11.71
2097,Acru,High,Small,3,6,6,42,0,0,100,0,0.15,NA,9.62,2,0.57,14.95,13.81
2098,Acne,High,Small,10,6,NA,63,1,NA,NA,NA,NA,NA,NA,1.4,0.12,9.96,5.95
2107,Acne,High,Small,10,6,3,21,0,NA,NA,NA,NA,13.19,NA,0.88,0.3,11.92,12.85
2108,Acne,High,Small,11,6,9,63,0,18,100,0,0.13,NA,7.89,0,0.21,10.15,6.32
2110,Acne,High,Small,11,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.21,9.14,8.51
2112,Acne,High,Small,11,6,3,21,0,NA,NA,NA,NA,12.6,NA,0.06,0.26,10.36,11.71
2132,Acsa,High,Small,6,6,NA,49,1,NA,NA,NA,NA,NA,NA,0,0.36,10.28,7.05
2138,Acne,High,Small,11,6,6,42,0,NA,NA,NA,NA,10.92,NA,18.41,0.34,12.96,7.06
2146,Acsa,High,Small,5,6,9,63,0,0,100,0,0.17,NA,14.68,0.22,0.09,9,7.63
2159,Acne,High,Small,10,6,6,42,0,NA,NA,NA,NA,12.82,NA,10.58,0.45,14.51,13.66
2161,Acru,High,Small,2,6,9,63,0,0,100,0,0.4,NA,9.97,5.75,0.33,12.5,13.59
2165,Acne,High,Small,9,6,3,21,0,NA,NA,NA,NA,12.47,NA,18.41,0.34,12.96,7.06
2168,Acru,High,Small,2,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.4,11.19,6.67
2178,Acsa,High,Small,5,6,NA,34,1,NA,NA,NA,NA,NA,NA,0.77,0.02,7.72,10.57
2180,Acsa,High,Small,7,6,3,21,0,NA,NA,NA,NA,16.01,NA,0.06,0.26,10.36,11.71
2192,Acsa,High,Small,6,6,3,21,0,NA,NA,NA,NA,15.84,NA,1.81,0.24,11.32,7.01
2195,Acne,High,Small,10,6,9,63,0,NA,NA,NA,NA,12.04,NA,0,0.45,12.53,5.62
2197,Acne,High,Small,11,6,9,63,0,NA,NA,NA,NA,14.36,NA,0,0.07,8.32,8.53
2200,Acne,High,Small,11,6,NA,36,1,NA,NA,NA,NA,NA,NA,0,0.3,10.16,10.16
2201,Acne,High,Small,10,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.2,10.83,13.29
2208,Acsa,High,Small,7,6,6,42,0,6,100,0,0.32,NA,9.41,0,0.24,10.35,5.17
2213,Acru,High,Small,2,6,3,21,0,NA,NA,NA,NA,18.47,NA,12.7,0.45,14.92,13.81
2219,Acru,High,Small,3,6,3,21,0,0,100,0,0.22,NA,8.96,1.42,0.12,9.83,7.75
2224,Acsa,High,Small,7,6,3,21,0,0,100,0,0.3,NA,10.58,0.29,0.08,8.6,8.02
2227,Acsa,High,Small,5,6,3,21,0,0,100,0,0.32,NA,11.65,0,0.36,12.38,15.05
2232,Acru,High,Small,2,6,6,42,0,NA,NA,NA,NA,NA,NA,10.58,0.45,14.49,13.66
2236,Acru,High,Small,2,6,9,63,0,NA,NA,NA,NA,13.5,NA,1,-0.04,6.59,8.2
2237,Acne,High,Small,11,6,3,21,0,0,100,0,0.39,NA,3.02,18.41,0.34,12.96,7.06
2239,Acsa,High,Small,5,6,6,42,0,8,100,0,0.55,NA,8.82,0.06,0.26,10.36,11.71
2241,Acne,High,Small,10,6,3,21,0,0,100,0,0.05,NA,4.81,0,0.21,10.32,7.02
2254,Acne,High,Small,9,6,6,42,0,NA,NA,NA,NA,11.42,NA,24.33,0.41,15.06,7.51
2255,Acsa,High,Small,5,6,6,42,0,NA,NA,NA,NA,10.1,NA,25.12,0.45,16.5,7.84
2257,Acru,High,Small,1,6,6,42,0,NA,NA,NA,NA,9.72,NA,11.28,0.29,12.4,8.62
2260,Acsa,High,Small,5,6,9,63,0,NA,NA,NA,NA,14.41,NA,0,-0.17,7.12,5.32
2278,Acne,High,Small,10,6,6,42,0,13,100,0,-0.09,NA,5.92,0,0.18,11.33,15.74
2301,Acne,High,Small,11,6,6,42,0,12,100,0,0,NA,2.24,0,0.24,10.3,11.02
2303,Acne,High,Small,10,6,9,63,0,1,100,1,0.42,NA,7.09,18.41,0.34,12.96,7.06
2308,Acsa,High,Small,7,6,9,63,0,10,100,0,0.42,NA,9.96,0,0.06,9.17,12.57
2309,Acru,High,Small,2,6,9,63,0,3,100,0,0.08,NA,9.76,0,0.01,6.98,5.09
2311,Acru,High,Small,2,6,NA,38,1,NA,NA,NA,NA,NA,NA,0.68,0.18,10.3,8.24
2321,Acne,High,Small,10,6,NA,63,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
2327,Acne,High,Small,10,6,3,21,0,NA,NA,NA,NA,14.36,NA,0,-0.05,8.6,17.93
2338,Acsa,High,Small,6,6,9,63,0,NA,NA,NA,NA,14.57,NA,18,0.41,16.34,8.63
2339,Acsa,High,Small,7,6,NA,63,1,NA,NA,NA,NA,NA,NA,0.06,0.26,10.36,11.71
2343,Acne,High,Small,10,6,6,42,0,NA,NA,NA,NA,13.45,NA,0,0.01,6.97,5.45
2349,Acne,High,Small,10,6,9,63,0,NA,NA,NA,NA,12.92,NA,20.08,0.31,12.45,7.29
2350,Acne,High,Small,10,6,NA,33,1,NA,NA,NA,NA,NA,NA,1.37,0.3,11.99,12.87
2357,Acne,High,Small,11,6,9,63,0,1,100,1,0.19,NA,5.22,0.06,0.26,10.36,11.71
2358,Acsa,High,Small,6,6,6,42,0,NA,NA,NA,NA,10.1,NA,18.41,0.34,12.96,7.06
2360,Acsa,High,Small,7,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0,7.69,6.31
2361,Acsa,High,Small,6,6,9,63,0,0,100,0,0.28,NA,10.82,0,0.07,7.97,7.69
2364,Acru,High,Small,3,6,9,63,0,0,100,0,-0.03,NA,9.61,1.42,0.12,9.83,7.75
2365,Acsa,High,Small,6,6,NA,34,1,NA,NA,NA,NA,NA,NA,0,0.13,8.56,7.61
2368,Acne,High,Small,11,6,NA,63,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
2381,Acru,High,Small,3,6,NA,29,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
2386,Acru,High,Small,3,6,NA,63,1,NA,NA,NA,NA,NA,NA,24.94,0.45,16.33,7.84
2390,Acsa,High,Small,5,6,NA,63,1,NA,NA,NA,NA,NA,NA,24.67,0.45,16.01,7.8
2395,Acne,High,Small,10,6,3,21,0,10,100,0,0,NA,3.82,0.06,0.26,10.36,11.71
5,Acsa,Low,None,6,1,3,21,0,0,100,0,-0.07,NA,9.27,NA,NA,NA,NA
14,Acsa,Low,None,5,1,3,21,0,NA,NA,NA,NA,8.13,NA,NA,NA,NA,NA
19,Acne,Low,None,9,1,3,21,0,NA,NA,NA,NA,7.91,NA,NA,NA,NA,NA
20,Acru,Low,None,3,1,3,21,0,0,100,0,-0.09,NA,9.35,NA,NA,NA,NA
27,Acne,Low,None,9,1,6,42,0,NA,NA,NA,NA,5.62,NA,NA,NA,NA,NA
31,Acsa,Low,None,7,1,3,21,0,0,100,0,0.16,NA,12.53,NA,NA,NA,NA
33,Acne,Low,None,10,1,NA,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Acne,Low,None,10,1,3,21,0,0,100,0,0.16,NA,3.46,NA,NA,NA,NA
38,Acru,Low,None,3,1,3,21,0,NA,NA,NA,NA,5.13,NA,NA,NA,NA,NA
45,Acru,Low,None,2,1,3,21,0,0,100,0,-0.2,NA,9.23,NA,NA,NA,NA
47,Acsa,Low,None,6,1,6,42,0,0,100,0,0.07,NA,10.16,NA,NA,NA,NA
52,Acsa,Low,None,5,1,6,42,0,NA,NA,NA,NA,10.89,NA,NA,NA,NA,NA
55,Acru,Low,None,3,1,6,42,0,NA,NA,NA,NA,6.93,NA,NA,NA,NA,NA
62,Acru,Low,None,2,1,6,42,0,0,100,0,0.09,NA,6.17,NA,NA,NA,NA
64,Acne,Low,None,9,1,9,63,0,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
68,Acru,Low,None,1,1,3,21,0,NA,NA,NA,NA,5.48,NA,NA,NA,NA,NA
75,Acsa,Low,None,7,1,3,21,0,NA,NA,NA,NA,8.54,NA,NA,NA,NA,NA
92,Acru,Low,None,1,1,6,42,0,NA,NA,NA,NA,6.95,NA,NA,NA,NA,NA
93,Acne,Low,None,9,1,NA,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Acsa,Low,None,5,1,9,63,0,NA,NA,NA,NA,7.49,NA,NA,NA,NA,NA
102,Acne,Low,None,11,1,9,63,0,0,100,0,-0.19,NA,6.11,NA,NA,NA,NA
106,Acne,Low,None,11,1,NA,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Acsa,Low,None,6,1,9,63,0,NA,NA,NA,NA,9.92,NA,NA,NA,NA,NA
133,Acru,Low,None,1,1,6,42,0,1,88,1.14,0,NA,6.45,NA,NA,NA,NA
137,Acsa,Low,None,6,1,NA,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Acru,Low,None,3,1,9,63,0,0,93,0,-0.33,NA,7.26,NA,NA,NA,NA
140,Acne,Low,None,9,1,3,21,0,0,100,0,-0.05,NA,5.96,NA,NA,NA,NA
147,Acne,Low,None,11,1,3,21,0,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
157,Acne,Low,None,10,1,6,42,0,0,100,0,-0.09,NA,3.95,NA,NA,NA,NA
168,Acru,Low,None,3,1,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,Acru,Low,None,2,1,9,63,0,NA,NA,NA,NA,5.35,NA,NA,NA,NA,NA
188,Acsa,Low,None,6,1,3,21,0,NA,NA,NA,NA,11.84,NA,NA,NA,NA,NA
191,Acne,Low,None,11,1,6,42,0,NA,NA,NA,NA,9.46,NA,NA,NA,NA,NA
207,Acsa,Low,None,5,1,6,42,0,0,100,0,0.11,NA,12.61,NA,NA,NA,NA
212,Acsa,Low,None,6,1,9,63,0,0,100,0,0.29,NA,10.09,NA,NA,NA,NA
221,Acne,Low,None,9,1,6,42,0,0,100,0,-0.06,NA,4.61,NA,NA,NA,NA
222,Acne,Low,None,11,1,9,63,0,NA,NA,NA,NA,11.41,NA,NA,NA,NA,NA
226,Acru,Low,None,1,1,9,63,0,NA,NA,NA,NA,6.77,NA,NA,NA,NA,NA
